director_name,actor_1_name,actor_2_name,actor_3_name,movie_title,genres,comb
"Genndy Tartakovsky (director/screenplay[119]); Michael McCullers (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Kathryn Hahn, Jim Gaffigan, Mel Brooks",Adam Sandler,Andy Samberg,Selena Gomez,Hotel Transylvania 3: Summer Vacation,Animation Comedy Family Fantasy,"Adam Sandler Andy Samberg Selena Gomez Genndy Tartakovsky (director/screenplay[119]); Michael McCullers (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Kathryn Hahn, Jim Gaffigan, Mel Brooks Animation Comedy Family Fantasy"
Rawson Marshall Thurber ,Dwayne Johnson,Neve Campbell,Chin Han,Skyscraper,Action Thriller Adventure,Dwayne Johnson Neve Campbell Chin Han Rawson Marshall Thurber  Action Thriller Adventure
Bo Burnham ,Elsie Fisher,Josh Hamilton,Emily Robinson,Eighth Grade,Comedy Drama,Elsie Fisher Josh Hamilton Emily Robinson Bo Burnham  Comedy Drama
Gus Van Sant ,Joaquin Phoenix,Jonah Hill,Rooney Mara,"Don't Worry, He Won't Get Far on Foot",Comedy Drama,Joaquin Phoenix Jonah Hill Rooney Mara Gus Van Sant  Comedy Drama
Rob Reiner ,Woody Harrelson,James Marsden,Rob Reiner,Shock and Awe,History Drama Thriller,Woody Harrelson James Marsden Rob Reiner Rob Reiner  History Drama Thriller
Ol Parker ,Christine Baranski,Pierce Brosnan,Dominic Cooper,Mamma Mia! Here We Go Again,Comedy Romance,Christine Baranski Pierce Brosnan Dominic Cooper Ol Parker  Comedy Romance
Antoine Fuqua ,Denzel Washington,Pedro Pascal,Ashton Sanders,The Equalizer 2,Action Thriller Crime,Denzel Washington Pedro Pascal Ashton Sanders Antoine Fuqua  Action Thriller Crime
Carlos López Estrada ,Daveed Diggs,Daveed Diggs (screenplay); Daveed Diggs,Rafael Casal,Blindspotting,Comedy Crime Drama,Daveed Diggs Daveed Diggs (screenplay); Daveed Diggs Rafael Casal Carlos López Estrada  Comedy Crime Drama
Stephen Susco ,Colin Woodell,Rebecca Rittenhouse,Betty Gabriel,Unfriended: Dark Web,Horror Thriller Mystery,Colin Woodell Rebecca Rittenhouse Betty Gabriel Stephen Susco  Horror Thriller Mystery
Christopher McQuarrie ,Tom Cruise,Henry Cavill,Ving Rhames,Mission: Impossible – Fallout,Action Adventure,Tom Cruise Henry Cavill Ving Rhames Christopher McQuarrie  Action Adventure
Peter Rida Michail ,Greg Cipes,Scott Menville,Khary Payton,Teen Titans Go! To the Movies,Animation Action Comedy Science Fiction,Greg Cipes Scott Menville Khary Payton Peter Rida Michail  Animation Action Comedy Science Fiction
Elijah Bynum ,Timothée Chalamet,Maika Monroe,Alex Roe,Hot Summer Nights,Drama Comedy Crime,Timothée Chalamet Maika Monroe Alex Roe Elijah Bynum  Drama Comedy Crime
Marc Turtletaub ,Kelly Macdonald,Polly Mann (screenplay); Kelly Macdonald,Irrfan Khan,Puzzle,Drama,Kelly Macdonald Polly Mann (screenplay); Kelly Macdonald Irrfan Khan Marc Turtletaub  Drama
Ben Young ,Michael Peña,Brad Kane (screenplay); Michael Peña,Lizzy Caplan,Extinction,Action Drama Science Fiction Thriller,Michael Peña Brad Kane (screenplay); Michael Peña Lizzy Caplan Ben Young  Action Drama Science Fiction Thriller
Marc Forster ,Ewan McGregor,Tom McCarthy,Allison Schroeder (screenplay); Ewan McGregor,Christopher Robin,Adventure Comedy Family Fantasy,Ewan McGregor Tom McCarthy Allison Schroeder (screenplay); Ewan McGregor Marc Forster  Adventure Comedy Family Fantasy
Jennifer Yuh Nelson ,Amandla Stenberg,Harris Dickinson,Mandy Moore,The Darkest Minds,Action Adventure Drama,Amandla Stenberg Harris Dickinson Mandy Moore Jennifer Yuh Nelson  Action Adventure Drama
Susanna Fogel ,Mila Kunis,Kate McKinnon,Justin Theroux,The Spy Who Dumped Me,Action Comedy,Mila Kunis Kate McKinnon Justin Theroux Susanna Fogel  Action Comedy
Desiree Akhavan ,Chloë Grace Moretz,John Gallagher Jr.,Sasha Lane,The Miseducation of Cameron Post,Drama,Chloë Grace Moretz John Gallagher Jr. Sasha Lane Desiree Akhavan  Drama
Augustine Frizzell ,Maia Mitchell,unknown,unknown,Never Goin' Back,Comedy,Maia Mitchell unknown unknown Augustine Frizzell  Comedy
Ken Marino ,Nina Dobrev,Erica Oyama (screenplay); Nina Dobrev,Vanessa Hudgens,Dog Days,Romance Comedy,Nina Dobrev Erica Oyama (screenplay); Nina Dobrev Vanessa Hudgens Ken Marino  Romance Comedy
Jon Turteltaub ,Jason Statham,Jon Hoeber,Erich Hoeber (screenplay); Jason Statham,The Meg,Action Science Fiction Horror,Jason Statham Jon Hoeber Erich Hoeber (screenplay); Jason Statham Jon Turteltaub  Action Science Fiction Horror
Spike Lee ,John David Washington,David Rabinowitz,Kevin Willmott (screenplay); John David Washington,BlacKkKlansman,Comedy Crime Drama History,John David Washington David Rabinowitz Kevin Willmott (screenplay); John David Washington Spike Lee  Comedy Crime Drama History
Sylvain White ,Julia Goldani Telles,Joey King,Jaz Sinclair,Slender Man,Horror Mystery Thriller,Julia Goldani Telles Joey King Jaz Sinclair Sylvain White  Horror Mystery Thriller
Jean-Stéphane Sauvaire ,Joe Cole,unknown,unknown,A Prayer Before Dawn,Drama Action Crime,Joe Cole unknown unknown Jean-Stéphane Sauvaire  Drama Action Crime
Sebastian Gutierrez ,Abbey Lee,Matthew Beard,Carla Gugino,Elizabeth Harvest,Science Fiction Thriller Horror Mystery,Abbey Lee Matthew Beard Carla Gugino Sebastian Gutierrez  Science Fiction Thriller Horror Mystery
Jon M. Chu ,Constance Wu,Adele Lim (screenplay); Constance Wu,Henry Golding,Crazy Rich Asians,Comedy Romance,Constance Wu Adele Lim (screenplay); Constance Wu Henry Golding Jon M. Chu  Comedy Romance
Albert Hughes ,Kodi Smit-McPhee,unknown,unknown,Alpha,Adventure Drama,Kodi Smit-McPhee unknown unknown Albert Hughes  Adventure Drama
Peter Berg ,Mark Wahlberg,Iko Uwais,John Malkovich,Mile 22,Action Thriller,Mark Wahlberg Iko Uwais John Malkovich Peter Berg  Action Thriller
Björn Runge ,Glenn Close,Jonathan Pryce,Christian Slater,The Wife,Drama,Glenn Close Jonathan Pryce Christian Slater Björn Runge  Drama
James Cox ,Ansel Elgort,Taron Egerton,Emma Roberts,Billionaire Boys Club,Drama Thriller,Ansel Elgort Taron Egerton Emma Roberts James Cox  Drama Thriller
Jesse Peretz ,Rose Byrne,Jim Taylor,Evgenia Peretz (screenplay); Rose Byrne,"Juliet, Naked",Comedy Drama Romance,Rose Byrne Jim Taylor Evgenia Peretz (screenplay); Rose Byrne Jesse Peretz  Comedy Drama Romance
Rodrigo Cortés ,AnnaSophia Robb,Chris Sparling (screenplay); AnnaSophia Robb,Isabelle Fuhrman,Down a Dark Hall,Horror Mystery Thriller Fantasy Drama,AnnaSophia Robb Chris Sparling (screenplay); AnnaSophia Robb Isabelle Fuhrman Rodrigo Cortés  Horror Mystery Thriller Fantasy Drama
Susan Johnson ,Lana Condor,Noah Centineo,Janel Parrish,To All the Boys I've Loved Before,Comedy Romance,Lana Condor Noah Centineo Janel Parrish Susan Johnson  Comedy Romance
Brian Henson ,Melissa McCarthy,Bill Barretta,Joel McHale,The Happytime Murders,Action Comedy Crime,Melissa McCarthy Bill Barretta Joel McHale Brian Henson  Action Comedy Crime
Aneesh Chaganty ,John Cho,unknown,unknown,Searching,Thriller Mystery Drama,John Cho unknown unknown Aneesh Chaganty  Thriller Mystery Drama
Michael Noer ,Charlie Hunnam,Rami Malek,Roland Møller,Papillon,Drama,Charlie Hunnam Rami Malek Roland Møller Michael Noer  Drama
Oliver Daly ,Alex Neustaedter,Becky G,Alex MacNicoll,A.X.L.,Science Fiction Action Adventure Family,Alex Neustaedter Becky G Alex MacNicoll Oliver Daly  Science Fiction Action Adventure Family
Chris Weitz ,Oscar Isaac,Ben Kingsley,Mélanie Laurent,Operation Finale,Drama History Thriller,Oscar Isaac Ben Kingsley Mélanie Laurent Chris Weitz  Drama History Thriller
"Jonathan Baker, Josh Baker ",Myles Truitt,Josh Baker (director/screenplay); Daniel Casey (screenplay); Myles Truitt,Jack Reynor,Kin,Science Fiction Action Adventure Thriller,"Myles Truitt Josh Baker (director/screenplay); Daniel Casey (screenplay); Myles Truitt Jack Reynor Jonathan Baker, Josh Baker  Science Fiction Action Adventure Thriller"
Victor Levin ,Winona Ryder,unknown,unknown,Destination Wedding,Romance Comedy Drama,Winona Ryder unknown unknown Victor Levin  Romance Comedy Drama
Brian A. Miller ,Bruce Willis,Frank Grillo,Johnathon Schaech,Reprisal,Action Thriller Crime,Bruce Willis Frank Grillo Johnathon Schaech Brian A. Miller  Action Thriller Crime
Corin Hardy ,Demián Bichir,Taissa Farmiga,Jonas Bloquet,The Nun,Horror,Demián Bichir Taissa Farmiga Jonas Bloquet Corin Hardy  Horror
Pierre Morel ,Jennifer Garner,John Ortiz,John Gallagher Jr.,Peppermint,Action Thriller,Jennifer Garner John Ortiz John Gallagher Jr. Pierre Morel  Action Thriller
Shane Black ,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,The Predator,Science Fiction Action Adventure,Boyd Holbrook Trevante Rhodes Jacob Tremblay Shane Black  Science Fiction Action Adventure
Yann Demange ,Matthew McConaughey,Logan Miller,Noah Miller (screenplay); Matthew McConaughey,White Boy Rick,Crime Drama,Matthew McConaughey Logan Miller Noah Miller (screenplay); Matthew McConaughey Yann Demange  Crime Drama
Paul Feig ,Anna Kendrick,Blake Lively,Henry Golding,A Simple Favor,Crime Thriller Comedy,Anna Kendrick Blake Lively Henry Golding Paul Feig  Crime Thriller Comedy
Richard Eyre ,Emma Thompson,Stanley Tucci,Fionn Whitehead,The Children Act,Drama,Emma Thompson Stanley Tucci Fionn Whitehead Richard Eyre  Drama
Craig William Macneill ,Chloë Sevigny,Kristen Stewart,Jay Huguley,Lizzie,Crime Drama Thriller,Chloë Sevigny Kristen Stewart Jay Huguley Craig William Macneill  Crime Drama Thriller
Harold Cronk ,Samuel Hunt,Ken Hixon (screenplay); Samuel Hunt,Merritt Patterson,Unbroken: Path to Redemption,Drama,Samuel Hunt Ken Hixon (screenplay); Samuel Hunt Merritt Patterson Harold Cronk  Drama
Stephen Cognetti ,Vasile Flutur,Jillian Geurts,Joy Shatz,Hell House LLC II: The Abaddon Hotel,Horror Mystery,Vasile Flutur Jillian Geurts Joy Shatz Stephen Cognetti  Horror Mystery
Eli Roth ,Jack Black,Cate Blanchett,Owen Vaccaro,The House with a Clock in Its Walls,Fantasy Family Comedy,Jack Black Cate Blanchett Owen Vaccaro Eli Roth  Fantasy Family Comedy
Dan Fogelman ,Oscar Isaac,Olivia Wilde,Mandy Patinkin,Life Itself,Drama Romance,Oscar Isaac Olivia Wilde Mandy Patinkin Dan Fogelman  Drama Romance
Jacques Audiard ,John C. Reilly,Joaquin Phoenix,Jake Gyllenhaal,The Sisters Brothers,Drama Western,John C. Reilly Joaquin Phoenix Jake Gyllenhaal Jacques Audiard  Drama Western
Sam Levinson ,Odessa Young,Suki Waterhouse,Hari Nef,Assassination Nation,Thriller Horror Comedy,Odessa Young Suki Waterhouse Hari Nef Sam Levinson  Thriller Horror Comedy
Donald Petrie ,Emma Roberts,Vinay Virmani (screenplay); Emma Roberts,Hayden Christensen,Little Italy,Comedy Romance,Emma Roberts Vinay Virmani (screenplay); Emma Roberts Hayden Christensen Donald Petrie  Comedy Romance
Wash Westmoreland ,Keira Knightley,Rebecca Lenkiewicz (screenplay); Keira Knightley,Dominic West,Colette,Drama History,Keira Knightley Rebecca Lenkiewicz (screenplay); Keira Knightley Dominic West Wash Westmoreland  Drama History
Michael Moore (director/screenplay/narrator),Michael Moore (director/screenplay/narrator),unknown,unknown,Fahrenheit 11/9,Documentary,Michael Moore (director/screenplay/narrator) unknown unknown Michael Moore (director/screenplay/narrator) Documentary
Lisa D'Apolito ,Lisa D'Apolito (director); Gilda Radner,Amy Poehler,Melissa McCarthy,"Love, Gilda",Documentary,Lisa D'Apolito (director); Gilda Radner Amy Poehler Melissa McCarthy Lisa D'Apolito  Documentary
Karey Kirkpatrick ,Channing Tatum,James Corden,Zendaya,Smallfoot,Family Animation Adventure Fantasy,Channing Tatum James Corden Zendaya Karey Kirkpatrick  Family Animation Adventure Fantasy
"Malcolm D. Lee (director[177]); Kevin Hart, Harry Ratchford, Joey Wells, Matt Kellard, Nicholas Stoller,[178] John Hamburg (screenplay); Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco",Kevin Hart,Harry Ratchford,Joey Wells,Night School,Comedy,"Kevin Hart Harry Ratchford Joey Wells Malcolm D. Lee (director[177]); Kevin Hart, Harry Ratchford, Joey Wells, Matt Kellard, Nicholas Stoller,[178] John Hamburg (screenplay); Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco Comedy"
David Lowery ,Robert Redford,Casey Affleck,Danny Glover,The Old Man & the Gun,Comedy Crime Drama,Robert Redford Casey Affleck Danny Glover David Lowery  Comedy Crime Drama
Gregory Plotkin ,Amy Forsyth,Blair Butler,Akela Cooper (screenplay); Amy Forsyth,Hell Fest,Horror Thriller,Amy Forsyth Blair Butler Akela Cooper (screenplay); Amy Forsyth Gregory Plotkin  Horror Thriller
Ruben Fleischer ,Tom Hardy,Scott Rosenberg,Kelly Marcel (screenplay); Tom Hardy,Venom,Science Fiction Action,Tom Hardy Scott Rosenberg Kelly Marcel (screenplay); Tom Hardy Ruben Fleischer  Science Fiction Action
Bradley Cooper ,Bradley Cooper,Will Fetters (screenplay); Bradley Cooper,Lady Gaga,A Star Is Born,Music Drama Romance,Bradley Cooper Will Fetters (screenplay); Bradley Cooper Lady Gaga Bradley Cooper  Music Drama Romance
Peter Bogdanovich ,Peter Bogdanovich (director/screenplay),unknown,unknown,The Great Buster: A Celebration,Documentary Comedy,Peter Bogdanovich (director/screenplay) unknown unknown Peter Bogdanovich  Documentary Comedy
Damien Chazelle ,Ryan Gosling,Claire Foy,Jason Clarke,First Man,History Drama,Ryan Gosling Claire Foy Jason Clarke Damien Chazelle  History Drama
Drew Goddard ,Jeff Bridges,Cynthia Erivo,Dakota Johnson,Bad Times at the El Royale,Thriller Drama Mystery Crime,Jeff Bridges Cynthia Erivo Dakota Johnson Drew Goddard  Thriller Drama Mystery Crime
Ari Sandel ,Wendi McLendon-Covey,Madison Iseman,Jeremy Ray Taylor,Goosebumps 2: Haunted Halloween,Comedy Fantasy Horror,Wendi McLendon-Covey Madison Iseman Jeremy Ray Taylor Ari Sandel  Comedy Fantasy Horror
Felix van Groeningen ,Steve Carell,Timothée Chalamet,Maura Tierney,Beautiful Boy,Drama,Steve Carell Timothée Chalamet Maura Tierney Felix van Groeningen  Drama
Ike Barinholtz ,Ike Barinholtz,Tiffany Haddish,Nora Dunn,The Oath,Comedy Thriller,Ike Barinholtz Tiffany Haddish Nora Dunn Ike Barinholtz  Comedy Thriller
Nick Searcy ,Earl Billings,Dean Cain,Sarah Jane Morris,Gosnell: The Trial of America's Biggest Serial Killer,Drama Crime,Earl Billings Dean Cain Sarah Jane Morris Nick Searcy  Drama Crime
"Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Joe Keery, Gina Gershon, Marisa Tomei",Hannah Marks,Joey Power (directors/screenplay),Jeremy Allen White,After Everything,Romance Drama,"Hannah Marks Joey Power (directors/screenplay) Jeremy Allen White Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Joe Keery, Gina Gershon, Marisa Tomei Romance Drama"
David Gordon Green ,Jamie Lee Curtis,Danny McBride (screenplay); Jamie Lee Curtis,Judy Greer,Halloween,Horror Thriller,Jamie Lee Curtis Danny McBride (screenplay); Jamie Lee Curtis Judy Greer David Gordon Green  Horror Thriller
George Tillman Jr. ,Amandla Stenberg,Regina Hall,Russell Hornsby,The Hate U Give,Crime Drama,Amandla Stenberg Regina Hall Russell Hornsby George Tillman Jr.  Crime Drama
Marielle Heller ,Melissa McCarthy,Jeff Whitty (screenplay); Melissa McCarthy,Richard E. Grant,Can You Ever Forgive Me?,Drama Crime Comedy,Melissa McCarthy Jeff Whitty (screenplay); Melissa McCarthy Richard E. Grant Marielle Heller  Drama Crime Comedy
Jonah Hill ,Sunny Suljic,Lucas Hedges,Na-Kel Smith,Mid90s,Drama Comedy,Sunny Suljic Lucas Hedges Na-Kel Smith Jonah Hill  Drama Comedy
Paul Dano ,Carey Mulligan,Jake Gyllenhaal,Ed Oxenbould,Wildlife,Drama,Carey Mulligan Jake Gyllenhaal Ed Oxenbould Paul Dano  Drama
Elizabeth Chomko ,Hilary Swank,Michael Shannon,Robert Forster,What They Had,Drama,Hilary Swank Michael Shannon Robert Forster Elizabeth Chomko  Drama
Sacha Gervasi ,Peter Dinklage,Jamie Dornan,Andy García,My Dinner with Hervé,Drama TV Movie,Peter Dinklage Jamie Dornan Andy García Sacha Gervasi  Drama TV Movie
Donovan Marsh ,Gerard Butler,Jamie Moss (screenplay); Gerard Butler,Gary Oldman,Hunter Killer,Action Thriller,Gerard Butler Jamie Moss (screenplay); Gerard Butler Gary Oldman Donovan Marsh  Action Thriller
David Kerr ,Rowan Atkinson,Ben Miller,Olga Kurylenko,Johnny English Strikes Again,Action Adventure Comedy,Rowan Atkinson Ben Miller Olga Kurylenko David Kerr  Action Adventure Comedy
Luca Guadagnino ,Dakota Johnson,Tilda Swinton,Mia Goth,Suspiria,Horror,Dakota Johnson Tilda Swinton Mia Goth Luca Guadagnino  Horror
David G. Evans ,Sarah Drew,Peter White (screenplay); Sarah Drew,Justin Bruening,Indivisible,Drama War,Sarah Drew Peter White (screenplay); Sarah Drew Justin Bruening David G. Evans  Drama War
David McCracken ,Mike C. Nelson,Jenni Melear,David McCracken,Bullitt County,Action Drama Thriller,Mike C. Nelson Jenni Melear David McCracken David McCracken  Action Drama Thriller
Bryan Singer[a] ,Rami Malek,Lucy Boynton,Gwilym Lee,Bohemian Rhapsody,Music Drama,Rami Malek Lucy Boynton Gwilym Lee Bryan Singer[a]  Music Drama
"Lasse Hallström, Joe Johnston ",Keira Knightley,Joe Johnston (director); Ashleigh Powell (screenplay); Keira Knightley,Mackenzie Foy,The Nutcracker and the Four Realms,Fantasy Adventure Family,"Keira Knightley Joe Johnston (director); Ashleigh Powell (screenplay); Keira Knightley Mackenzie Foy Lasse Hallström, Joe Johnston  Fantasy Adventure Family"
Tyler Perry ,Tiffany Haddish,Tika Sumpter,Omari Hardwick,Nobody's Fool,Drama Comedy,Tiffany Haddish Tika Sumpter Omari Hardwick Tyler Perry  Drama Comedy
Joel Edgerton ,Lucas Hedges,Nicole Kidman,Joel Edgerton,Boy Erased,Drama,Lucas Hedges Nicole Kidman Joel Edgerton Joel Edgerton  Drama
Matthew Heineman ,Rosamund Pike,Jamie Dornan,Tom Hollander,A Private War,Drama War,Rosamund Pike Jamie Dornan Tom Hollander Matthew Heineman  Drama War
Joseph Kahn ,Calum Worthy,Jackie Long,Rory Uphold,Bodied,Drama Comedy Music,Calum Worthy Jackie Long Rory Uphold Joseph Kahn  Drama Comedy Music
Jason Reitman ,Hugh Jackman,Jay Carson (screenplay); Hugh Jackman,Vera Farmiga,The Front Runner,Drama History,Hugh Jackman Jay Carson (screenplay); Hugh Jackman Vera Farmiga Jason Reitman  Drama History
"Scott Mosier, Yarrow Cheney (directors); Michael LeSieur, Tommy Swerdlow (screenplay); Benedict Cumberbatch, Rashida Jones, Kenan Thompson, Angela Lansbury, Pharrell Williams",Benedict Cumberbatch,Yarrow Cheney (directors); Michael LeSieur,Tommy Swerdlow (screenplay); Benedict Cumberbatch,The Grinch,Animation Family Comedy Fantasy,"Benedict Cumberbatch Yarrow Cheney (directors); Michael LeSieur Tommy Swerdlow (screenplay); Benedict Cumberbatch Scott Mosier, Yarrow Cheney (directors); Michael LeSieur, Tommy Swerdlow (screenplay); Benedict Cumberbatch, Rashida Jones, Kenan Thompson, Angela Lansbury, Pharrell Williams Animation Family Comedy Fantasy"
Fede Álvarez ,Claire Foy,Steven Knight (screenplay); Claire Foy,Sverrir Gudnason,The Girl in the Spider's Web,Action Adventure Crime,Claire Foy Steven Knight (screenplay); Claire Foy Sverrir Gudnason Fede Álvarez  Action Adventure Crime
Julius Avery ,Jovan Adepo,Mark L. Smith (screenplay); Jovan Adepo,Wyatt Russell,Overlord,Horror War Science Fiction,Jovan Adepo Mark L. Smith (screenplay); Jovan Adepo Wyatt Russell Julius Avery  Horror War Science Fiction
"Coen brothers (directors/screenplay); Tyne Daly, James Franco, Brendan Gleeson, Bill Heck, Grainger Hines, Zoe Kazan, Harry Melling, Liam Neeson, Tim Blake Nelson, Jonjo O'Neill, Chelcie Ross, Saul Rubinek, Tom Waits",Tyne Daly,James Franco,Brendan Gleeson,The Ballad of Buster Scruggs,Western Comedy Drama,"Tyne Daly James Franco Brendan Gleeson Coen brothers (directors/screenplay); Tyne Daly, James Franco, Brendan Gleeson, Bill Heck, Grainger Hines, Zoe Kazan, Harry Melling, Liam Neeson, Tim Blake Nelson, Jonjo O'Neill, Chelcie Ross, Saul Rubinek, Tom Waits Western Comedy Drama"
